,PROVINCIA,CPROV,MUNICIPIO,CP
0,02-ALBACETE,02,02001-ABENGIBRE,02001
1,02-ALBACETE,02,02002-ALATOZ,02002
2,02-ALBACETE,02,02900-ALBACETE,02900
3,02-ALBACETE,02,02004-ALBATANA,02004
4,02-ALBACETE,02,02005-ALBOREA,02005
5,02-ALBACETE,02,02006-ALCADOZO,02006
6,02-ALBACETE,02,02007-ALCALA DEL JUCAR,02007
7,02-ALBACETE,02,02008-ALCARAZ,02008
8,02-ALBACETE,02,02009-ALMANSA,02009
9,02-ALBACETE,02,02010-ALPERA,02010
10,02-ALBACETE,02,02011-AYNA,02011
11,02-ALBACETE,02,02012-BALAZOTE,02012
12,02-ALBACETE,02,02013-BALSA DE VES,02013
13,02-ALBACETE,02,02015-BARRAX,02015
14,02-ALBACETE,02,02016-BIENSERVIDA,02016
15,02-ALBACETE,02,02017-BOGARRA,02017
16,02-ALBACETE,02,02018-BONETE,02018
17,02-ALBACETE,02,02020-CARCELEN,02020
18,02-ALBACETE,02,02021-CASAS DE JUAN NUÑEZ,02021
19,02-ALBACETE,02,02022-CASAS DE LAZARO,02022
20,02-ALBACETE,02,02023-CASAS DE VES,02023
21,02-ALBACETE,02,02024-CASAS IBAÑEZ,02024
22,02-ALBACETE,02,02025-CAUDETE,02025
23,02-ALBACETE,02,02026-CENIZATE,02026
24,02-ALBACETE,02,02029-CHINCHILLA DE MONTE ARAGON,02029
25,02-ALBACETE,02,02027-CORRAL RUBIO,02027
26,02-ALBACETE,02,02028-COTILLAS,02028
27,02-ALBACETE,02,02014-EL BALLESTERO,02014
28,02-ALBACETE,02,02019-EL BONILLO,02019
29,02-ALBACETE,02,02030-ELCHE DE LA SIERRA,02030
30,02-ALBACETE,02,02031-FEREZ,02031
31,02-ALBACETE,02,02032-FUENSANTA,02032
32,02-ALBACETE,02,02033-FUENTE ALAMO,02033
33,02-ALBACETE,02,02034-FUENTEALBILLA,02034
34,02-ALBACETE,02,02036-GOLOSALVO,02036
35,02-ALBACETE,02,02037-HELLIN,02037
36,02-ALBACETE,02,02039-HIGUERUELA,02039
37,02-ALBACETE,02,02040-HOYA GONZALO,02040
38,02-ALBACETE,02,02041-JORQUERA,02041
39,02-ALBACETE,02,02035-LA GINETA,02035
40,02-ALBACETE,02,02038-LA HERRERA,02038
41,02-ALBACETE,02,02066-LA RECUEJA,02066
42,02-ALBACETE,02,02069-LA RODA,02069
43,02-ALBACETE,02,02042-LETUR,02042
44,02-ALBACETE,02,02043-LEZUZA,02043
45,02-ALBACETE,02,02044-LIETOR,02044
46,02-ALBACETE,02,02045-MADRIGUERAS,02045
47,02-ALBACETE,02,02046-MAHORA,02046
48,02-ALBACETE,02,02047-MASEGOSO,02047
49,02-ALBACETE,02,02048-MINAYA,02048
50,02-ALBACETE,02,02049-MOLINICOS,02049
51,02-ALBACETE,02,02050-MONTALVOS,02050
52,02-ALBACETE,02,02051-MONTEALEGRE DEL CASTILLO,02051
53,02-ALBACETE,02,02052-MOTILLEJA,02052
54,02-ALBACETE,02,02053-MUNERA,02053
55,02-ALBACETE,02,02054-NAVAS DE JORQUERA,02054
56,02-ALBACETE,02,02055-NERPIO,02055
57,02-ALBACETE,02,02056-ONTUR,02056
58,02-ALBACETE,02,02057-OSSA DE MONTIEL,02057
59,02-ALBACETE,02,02058-PATERNA DEL MADERA,02058
60,02-ALBACETE,02,02061-PETROLA,02061
61,02-ALBACETE,02,02060-PEÑAS DE SAN PEDRO,02060
62,02-ALBACETE,02,02059-PEÑASCOSA,02059
63,02-ALBACETE,02,02062-POVEDILLA,02062
64,02-ALBACETE,02,02087-POZO CAÑADA,02087
65,02-ALBACETE,02,02064-POZO LORENTE,02064
66,02-ALBACETE,02,02063-POZOHONDO,02063
67,02-ALBACETE,02,02065-POZUELO,02065
68,02-ALBACETE,02,02067-RIOPAR,02067
69,02-ALBACETE,02,02068-ROBLEDO,02068
70,02-ALBACETE,02,02070-SALOBRE,02070
71,02-ALBACETE,02,02071-SAN PEDRO,02071
72,02-ALBACETE,02,02072-SOCOVOS,02072
73,02-ALBACETE,02,02073-TARAZONA DE LA MANCHA,02073
74,02-ALBACETE,02,02074-TOBARRA,02074
75,02-ALBACETE,02,02075-VALDEGANGA,02075
76,02-ALBACETE,02,02076-VIANOS,02076
77,02-ALBACETE,02,02077-VILLA DE VES,02077
78,02-ALBACETE,02,02078-VILLALGORDO DEL JUCAR,02078
79,02-ALBACETE,02,02079-VILLAMALEA,02079
80,02-ALBACETE,02,02080-VILLAPALACIOS,02080
81,02-ALBACETE,02,02081-VILLARROBLEDO,02081
82,02-ALBACETE,02,02082-VILLATOYA,02082
83,02-ALBACETE,02,02083-VILLAVALIENTE,02083
84,02-ALBACETE,02,02084-VILLAVERDE DE GUADALIMAR,02084
85,02-ALBACETE,02,02085-VIVEROS,02085
86,02-ALBACETE,02,02086-YESTE,02086
87,03-ALACANT,03,03002-AGOST,03002
88,03-ALACANT,03,03003-AGRES,03003
89,03-ALACANT,03,03004-AIGUES,03004
90,03-ALACANT,03,03005-ALBATERA,03005
91,03-ALACANT,03,03006-ALCALALI,03006
92,03-ALACANT,03,03007-ALCOCER DE PLANES,03007
93,03-ALACANT,03,03008-ALCOLEJA,03008
94,03-ALACANT,03,03009-ALCOY ALCOI,03009
95,03-ALACANT,03,03010-ALFAFARA,03010
96,03-ALACANT,03,03012-ALGORFA,03012
97,03-ALACANT,03,03013-ALGUEÑA,03013
98,03-ALACANT,03,03900-ALICANTE ALACANT,03900
99,03-ALACANT,03,03015-ALMORADI,03015
100,03-ALACANT,03,03016-ALMUDAINA,03016
101,03-ALACANT,03,03018-ALTEA,03018
102,03-ALACANT,03,03019-ASPE,03019
103,03-ALACANT,03,03020-BALONES,03020
104,03-ALACANT,03,03021-BANYERES DE MARIOLA,03021
105,03-ALACANT,03,03022-BENASAU,03022
106,03-ALACANT,03,03023-BENEIXAMA,03023
107,03-ALACANT,03,03024-BENEJUZAR,03024
108,03-ALACANT,03,03025-BENFERRI,03025
109,03-ALACANT,03,03026-BENIARBEIG,03026
110,03-ALACANT,03,03027-BENIARDA,03027
111,03-ALACANT,03,03028-BENIARRES,03028
112,03-ALACANT,03,03030-BENIDOLEIG,03030
113,03-ALACANT,03,03031-BENIDORM,03031
114,03-ALACANT,03,03032-BENIFALLIM,03032
115,03-ALACANT,03,03033-BENIFATO,03033
116,03-ALACANT,03,03029-BENIGEMBLA,03029
117,03-ALACANT,03,03034-BENIJOFAR,03034
118,03-ALACANT,03,03035-BENILLOBA,03035
119,03-ALACANT,03,03036-BENILLUP,03036
120,03-ALACANT,03,03037-BENIMANTELL,03037
121,03-ALACANT,03,03038-BENIMARFULL,03038
122,03-ALACANT,03,03039-BENIMASSOT,03039
123,03-ALACANT,03,03040-BENIMELI,03040
124,03-ALACANT,03,03041-BENISSA,03041
125,03-ALACANT,03,03042-BENITACHELL EL POBLE NOU DE BE,03042
126,03-ALACANT,03,03043-BIAR,03043
127,03-ALACANT,03,03044-BIGASTRO,03044
128,03-ALACANT,03,03045-BOLULLA,03045
129,03-ALACANT,03,03046-BUSOT,03046
130,03-ALACANT,03,03048-CALLOSA D EN SARRIA,03048
131,03-ALACANT,03,03049-CALLOSA DE SEGURA,03049
132,03-ALACANT,03,03047-CALP,03047
133,03-ALACANT,03,03051-CAMPO DE MIRRA EL CAMP DE MIRR,03051
134,03-ALACANT,03,03053-CASTALLA,03053
135,03-ALACANT,03,03054-CASTELL DE CASTELLS,03054
136,03-ALACANT,03,03055-CATRAL,03055
137,03-ALACANT,03,03052-CAÑADA,03052
138,03-ALACANT,03,03056-COCENTAINA,03056
139,03-ALACANT,03,03057-CONFRIDES,03057
140,03-ALACANT,03,03058-COX,03058
141,03-ALACANT,03,03059-CREVILLENT,03059
142,03-ALACANT,03,03061-DAYA NUEVA,03061
143,03-ALACANT,03,03062-DAYA VIEJA,03062
144,03-ALACANT,03,03063-DENIA,03063
145,03-ALACANT,03,03064-DOLORES,03064
146,03-ALACANT,03,03050-EL CAMPELLO,03050
147,03-ALACANT,03,03075-EL CASTELL DE GUADALEST,03075
148,03-ALACANT,03,03077-EL FONDO DE LES NEUS HONDON DE,03077
149,03-ALACANT,03,03105-EL PINOS   PINOSO,03105
150,03-ALACANT,03,03110-EL RAFOL D ALMUNIA,03110
151,03-ALACANT,03,03138-EL VERGER,03138
152,03-ALACANT,03,03065-ELCHE ELX,03065
153,03-ALACANT,03,03066-ELDA,03066
154,03-ALACANT,03,03126-ELS POBLETS,03126
155,03-ALACANT,03,03067-FACHECA,03067
156,03-ALACANT,03,03068-FAMORCA,03068
157,03-ALACANT,03,03069-FINESTRAT,03069
158,03-ALACANT,03,03070-FORMENTERA DEL SEGURA,03070
159,03-ALACANT,03,03072-GAIANES,03072
160,03-ALACANT,03,03071-GATA DE GORGOS,03071
161,03-ALACANT,03,03073-GORGA,03073
162,03-ALACANT,03,03074-GRANJA DE ROCAMORA,03074
163,03-ALACANT,03,03076-GUARDAMAR DEL SEGURA,03076
164,03-ALACANT,03,03078-HONDON DE LOS FRAILES,03078
165,03-ALACANT,03,03079-IBI,03079
166,03-ALACANT,03,03080-JACARILLA,03080
167,03-ALACANT,03,03082-JAVEA XABIA,03082
168,03-ALACANT,03,03083-JIJONA XIXONA,03083
169,03-ALACANT,03,03011-L ALFAS DEL PI,03011
170,03-ALACANT,03,03017-L ALQUERIA D ASNAR,03017
171,03-ALACANT,03,03001-L ATZUBIA,03001
172,03-ALACANT,03,03094-LA NUCIA,03094
173,03-ALACANT,03,03114-LA ROMANA,03114
174,03-ALACANT,03,03134-LA VALL D  ALCALA,03134
175,03-ALACANT,03,03135-LA VALL D  EBO,03135
176,03-ALACANT,03,03137-LA VALL DE LAGUAR,03137
177,03-ALACANT,03,03085-LLIBER,03085
178,03-ALACANT,03,03084-LORCHA L ORXA,03084
179,03-ALACANT,03,03141-LOS MONTESINOS,03141
180,03-ALACANT,03,03086-MILLENA,03086
181,03-ALACANT,03,03088-MONFORTE DEL CID,03088
182,03-ALACANT,03,03089-MONOVAR MONOVER,03089
183,03-ALACANT,03,03091-MURLA,03091
184,03-ALACANT,03,03092-MURO DE ALCOY,03092
185,03-ALACANT,03,03090-MUTXAMEL,03090
186,03-ALACANT,03,03093-NOVELDA,03093
187,03-ALACANT,03,03095-ONDARA,03095
188,03-ALACANT,03,03096-ONIL,03096
189,03-ALACANT,03,03097-ORBA,03097
190,03-ALACANT,03,03099-ORIHUELA,03099
191,03-ALACANT,03,03098-ORXETA,03098
192,03-ALACANT,03,03100-PARCENT,03100
193,03-ALACANT,03,03101-PEDREGUER,03101
194,03-ALACANT,03,03102-PEGO,03102
195,03-ALACANT,03,03103-PENAGUILA,03103
196,03-ALACANT,03,03104-PETRER,03104
197,03-ALACANT,03,03142-PILAR DE LA HORADADA,03142
198,03-ALACANT,03,03106-PLANES,03106
199,03-ALACANT,03,03107-POLOP,03107
200,03-ALACANT,03,03060-QUATRETONDETA,03060
201,03-ALACANT,03,03109-RAFAL,03109
202,03-ALACANT,03,03111-REDOVAN,03111
203,03-ALACANT,03,03112-RELLEU,03112
204,03-ALACANT,03,03113-ROJALES,03113
205,03-ALACANT,03,03115-SAGRA,03115
206,03-ALACANT,03,03116-SALINAS,03116
207,03-ALACANT,03,03118-SAN FULGENCIO,03118
208,03-ALACANT,03,03143-SAN ISIDRO,03143
209,03-ALACANT,03,03120-SAN MIGUEL DE SALINAS,03120
210,03-ALACANT,03,03122-SAN VICENTE DEL RASPEIG SANT V,03122
211,03-ALACANT,03,03117-SANET Y NEGRALS,03117
212,03-ALACANT,03,03119-SANT JOAN D ALACANT,03119
213,03-ALACANT,03,03121-SANTA POLA,03121
214,03-ALACANT,03,03123-SAX,03123
215,03-ALACANT,03,03124-SELLA,03124
216,03-ALACANT,03,03125-SENIJA,03125
217,03-ALACANT,03,03127-TARBENA,03127
218,03-ALACANT,03,03128-TEULADA,03128
219,03-ALACANT,03,03129-TIBI,03129
220,03-ALACANT,03,03130-TOLLOS,03130
221,03-ALACANT,03,03131-TORMOS,03131
222,03-ALACANT,03,03132-TORREMANZANAS LA TORRE DE LES,03132
223,03-ALACANT,03,03133-TORREVIEJA,03133
224,03-ALACANT,03,03136-VALL DE GALLINERA,03136
225,03-ALACANT,03,03139-VILLAJOYOSA   LA VILA JOIOSA,03139
226,03-ALACANT,03,03140-VILLENA,03140
227,03-ALACANT,03,03081-XALO,03081
228,04-ALMERIA,04,04001-ABLA,04001
229,04-ALMERIA,04,04002-ABRUCENA,04002
230,04-ALMERIA,04,04003-ADRA,04003
231,04-ALMERIA,04,04004-ALBANCHEZ,04004
232,04-ALMERIA,04,04005-ALBOLODUY,04005
233,04-ALMERIA,04,04006-ALBOX,04006
234,04-ALMERIA,04,04007-ALCOLEA,04007
235,04-ALMERIA,04,04008-ALCONTAR,04008
236,04-ALMERIA,04,04009-ALCUDIA DE MONTEAGUD,04009
237,04-ALMERIA,04,04010-ALHABIA,04010
238,04-ALMERIA,04,04011-ALHAMA DE ALMERIA,04011
239,04-ALMERIA,04,04012-ALICUN,04012
240,04-ALMERIA,04,04900-ALMERIA,04900
241,04-ALMERIA,04,04014-ALMOCITA,04014
242,04-ALMERIA,04,04015-ALSODUX,04015
243,04-ALMERIA,04,04016-ANTAS,04016
244,04-ALMERIA,04,04017-ARBOLEAS,04017
245,04-ALMERIA,04,04018-ARMUÑA DE ALMANZORA,04018
246,04-ALMERIA,04,04019-BACARES,04019
247,04-ALMERIA,04,04106-BALANEGRA,04106
248,04-ALMERIA,04,04020-BAYARCAL,04020
249,04-ALMERIA,04,04021-BAYARQUE,04021
250,04-ALMERIA,04,04022-BEDAR,04022
251,04-ALMERIA,04,04023-BEIRES,04023
252,04-ALMERIA,04,04024-BENAHADUX,04024
253,04-ALMERIA,04,04026-BENITAGLA,04026
254,04-ALMERIA,04,04027-BENIZALON,04027
255,04-ALMERIA,04,04028-BENTARIQUE,04028
256,04-ALMERIA,04,04029-BERJA,04029
257,04-ALMERIA,04,04030-CANJAYAR,04030
258,04-ALMERIA,04,04031-CANTORIA,04031
259,04-ALMERIA,04,04032-CARBONERAS,04032
260,04-ALMERIA,04,04033-CASTRO DE FILABRES,04033
261,04-ALMERIA,04,04036-CHERCOS,04036
262,04-ALMERIA,04,04037-CHIRIVEL,04037
263,04-ALMERIA,04,04034-COBDAR,04034
264,04-ALMERIA,04,04035-CUEVAS DEL ALMANZORA,04035
265,04-ALMERIA,04,04038-DALIAS,04038
266,04-ALMERIA,04,04104-EL EJIDO,04104
267,04-ALMERIA,04,04041-ENIX,04041
268,04-ALMERIA,04,04043-FELIX,04043
269,04-ALMERIA,04,04044-FINES,04044
270,04-ALMERIA,04,04045-FIÑANA,04045
271,04-ALMERIA,04,04046-FONDON,04046
272,04-ALMERIA,04,04047-GADOR,04047
273,04-ALMERIA,04,04049-GARRUCHA,04049
274,04-ALMERIA,04,04050-GERGAL,04050
275,04-ALMERIA,04,04051-HUECIJA,04051
276,04-ALMERIA,04,04052-HUERCAL DE ALMERIA,04052
277,04-ALMERIA,04,04053-HUERCAL OVERA,04053
278,04-ALMERIA,04,04054-ILLAR,04054
279,04-ALMERIA,04,04055-INSTINCION,04055
280,04-ALMERIA,04,04105-LA MOJONERA,04105
281,04-ALMERIA,04,04056-LAROYA,04056
282,04-ALMERIA,04,04040-LAS TRES VILLAS,04040
283,04-ALMERIA,04,04057-LAUJAR DE ANDARAX,04057
284,04-ALMERIA,04,04058-LIJAR,04058
285,04-ALMERIA,04,04048-LOS GALLARDOS,04048
286,04-ALMERIA,04,04059-LUBRIN,04059
287,04-ALMERIA,04,04060-LUCAINENA DE LAS TORRES,04060
288,04-ALMERIA,04,04061-LUCAR,04061
289,04-ALMERIA,04,04062-MACAEL,04062
290,04-ALMERIA,04,04063-MARIA,04063
291,04-ALMERIA,04,04064-MOJACAR,04064
292,04-ALMERIA,04,04065-NACIMIENTO,04065
293,04-ALMERIA,04,04066-NIJAR,04066
294,04-ALMERIA,04,04067-OHANES,04067
295,04-ALMERIA,04,04068-OLULA DE CASTRO,04068
296,04-ALMERIA,04,04069-OLULA DEL RIO,04069
297,04-ALMERIA,04,04070-ORIA,04070
298,04-ALMERIA,04,04071-PADULES,04071
299,04-ALMERIA,04,04072-PARTALOA,04072
300,04-ALMERIA,04,04073-PATERNA DEL RIO,04073
301,04-ALMERIA,04,04074-PECHINA,04074
302,04-ALMERIA,04,04075-PULPI,04075
303,04-ALMERIA,04,04076-PURCHENA,04076
304,04-ALMERIA,04,04077-RAGOL,04077
305,04-ALMERIA,04,04078-RIOJA,04078
306,04-ALMERIA,04,04079-ROQUETAS DE MAR,04079
307,04-ALMERIA,04,04080-SANTA CRUZ DE MARCHENA,04080
308,04-ALMERIA,04,04081-SANTA FE DE MONDUJAR,04081
309,04-ALMERIA,04,04082-SENES,04082
310,04-ALMERIA,04,04083-SERON,04083
311,04-ALMERIA,04,04084-SIERRO,04084
312,04-ALMERIA,04,04085-SOMONTIN,04085
313,04-ALMERIA,04,04086-SORBAS,04086
314,04-ALMERIA,04,04087-SUFLI,04087
315,04-ALMERIA,04,04088-TABERNAS,04088
316,04-ALMERIA,04,04089-TABERNO,04089
317,04-ALMERIA,04,04090-TAHAL,04090
318,04-ALMERIA,04,04091-TERQUE,04091
319,04-ALMERIA,04,04092-TIJOLA,04092
320,04-ALMERIA,04,04093-TURRE,04093
321,04-ALMERIA,04,04094-TURRILLAS,04094
322,04-ALMERIA,04,04095-ULEILA DEL CAMPO,04095
323,04-ALMERIA,04,04096-URRACAL,04096
324,04-ALMERIA,04,04097-VELEFIQUE,04097
325,04-ALMERIA,04,04098-VELEZ BLANCO,04098
326,04-ALMERIA,04,04099-VELEZ RUBIO,04099
327,04-ALMERIA,04,04100-VERA,04100
328,04-ALMERIA,04,04101-VIATOR,04101
329,04-ALMERIA,04,04102-VICAR,04102
330,04-ALMERIA,04,04103-ZURGENA,04103
331,05-AVILA,05,05001-ADANERO,05001
332,05-AVILA,05,05005-ALBORNOS,05005
333,05-AVILA,05,05007-ALDEANUEVA DE SANTA CRUZ,05007
334,05-AVILA,05,05008-ALDEASECA,05008
335,05-AVILA,05,05012-AMAVIDA,05012
336,05-AVILA,05,05014-ARENAS DE SAN PEDRO,05014
337,05-AVILA,05,05015-AREVALILLO,05015
338,05-AVILA,05,05016-AREVALO,05016
339,05-AVILA,05,05017-AVEINTE,05017
340,05-AVILA,05,05018-AVELLANEDA,05018
341,05-AVILA,05,05900-AVILA,05900
342,05-AVILA,05,05023-BARROMAN,05023
343,05-AVILA,05,05024-BECEDAS,05024
344,05-AVILA,05,05025-BECEDILLAS,05025
345,05-AVILA,05,05026-BERCIAL DE ZAPARDIEL,05026
346,05-AVILA,05,05029-BERNUY ZAPARDIEL,05029
347,05-AVILA,05,05030-BERROCALEJO DE ARAGONA,05030
348,05-AVILA,05,05033-BLASCOMILLAN,05033
349,05-AVILA,05,05034-BLASCONUÑO DE MATACABRAS,05034
350,05-AVILA,05,05035-BLASCOSANCHO,05035
351,05-AVILA,05,05037-BOHOYO,05037
352,05-AVILA,05,05038-BONILLA DE LA SIERRA,05038
353,05-AVILA,05,05039-BRABOS,05039
354,05-AVILA,05,05040-BULARROS,05040
355,05-AVILA,05,05041-BURGOHONDO,05041
356,05-AVILA,05,05042-CABEZAS DE ALAMBRE,05042
357,05-AVILA,05,05043-CABEZAS DEL POZO,05043
358,05-AVILA,05,05044-CABEZAS DEL VILLAR,05044
359,05-AVILA,05,05045-CABIZUELA,05045
360,05-AVILA,05,05046-CANALES,05046
361,05-AVILA,05,05047-CANDELEDA,05047
362,05-AVILA,05,05048-CANTIVEROS,05048
363,05-AVILA,05,05049-CARDEÑOSA,05049
364,05-AVILA,05,05052-CASAS DEL PUERTO,05052
365,05-AVILA,05,05053-CASASOLA,05053
366,05-AVILA,05,05054-CASAVIEJA,05054
367,05-AVILA,05,05055-CASILLAS,05055
368,05-AVILA,05,05056-CASTELLANOS DE ZAPARDIEL,05056
369,05-AVILA,05,05057-CEBREROS,05057
370,05-AVILA,05,05058-CEPEDA LA MORA,05058
371,05-AVILA,05,05067-CHAMARTIN,05067
372,05-AVILA,05,05059-CILLAN,05059
373,05-AVILA,05,05060-CISLA,05060
374,05-AVILA,05,05062-COLLADO DE CONTRERAS,05062
375,05-AVILA,05,05063-COLLADO DEL MIRON,05063
376,05-AVILA,05,05064-CONSTANZANA,05064
377,05-AVILA,05,05065-CRESPOS,05065
378,05-AVILA,05,05066-CUEVAS DEL VALLE,05066
379,05-AVILA,05,05272-DIEGO DEL CARPIO,05272
380,05-AVILA,05,05069-DONJIMENO,05069
381,05-AVILA,05,05070-DONVIDAS,05070
382,05-AVILA,05,05013-EL ARENAL,05013
383,05-AVILA,05,05021-EL BARCO DE AVILA,05021
384,05-AVILA,05,05022-EL BARRACO,05022
385,05-AVILA,05,05036-EL BOHODON,05036
386,05-AVILA,05,05076-EL FRESNO,05076
387,05-AVILA,05,05100-EL HORNILLO,05100
388,05-AVILA,05,05102-EL HOYO DE PINARES,05102
389,05-AVILA,05,05112-EL LOSAR DEL BARCO,05112
390,05-AVILA,05,05129-EL MIRON,05129
391,05-AVILA,05,05175-EL OSO,05175
392,05-AVILA,05,05180-EL PARRAL,05180
393,05-AVILA,05,05241-EL TIEMBLO,05241
394,05-AVILA,05,05072-ESPINOSA DE LOS CABALLEROS,05072
395,05-AVILA,05,05073-FLORES DE AVILA,05073
396,05-AVILA,05,05074-FONTIVEROS,05074
397,05-AVILA,05,05075-FRESNEDILLA,05075
398,05-AVILA,05,05077-FUENTE EL SAUZ,05077
399,05-AVILA,05,05078-FUENTES DE AÑO,05078
400,05-AVILA,05,05079-GALLEGOS DE ALTAMIROS,05079
401,05-AVILA,05,05080-GALLEGOS DE SOBRINOS,05080
402,05-AVILA,05,05081-GARGANTA DEL VILLAR,05081
403,05-AVILA,05,05082-GAVILANES,05082
404,05-AVILA,05,05083-GEMUÑO,05083
405,05-AVILA,05,05085-GIL GARCIA,05085
406,05-AVILA,05,05084-GILBUENA,05084
407,05-AVILA,05,05086-GIMIALCON,05086
408,05-AVILA,05,05087-GOTARRENDURA,05087
409,05-AVILA,05,05088-GRANDES Y SAN MARTIN,05088
410,05-AVILA,05,05089-GUISANDO,05089
411,05-AVILA,05,05090-GUTIERRE MUÑOZ,05090
412,05-AVILA,05,05092-HERNANSANCHO,05092
413,05-AVILA,05,05093-HERRADON DE PINARES,05093
414,05-AVILA,05,05094-HERREROS DE SUSO,05094
415,05-AVILA,05,05095-HIGUERA DE LAS DUEÑAS,05095
416,05-AVILA,05,05099-HORCAJO DE LAS TORRES,05099
417,05-AVILA,05,05101-HOYOCASERO,05101
418,05-AVILA,05,05103-HOYORREDONDO,05103
419,05-AVILA,05,05106-HOYOS DE MIGUEL MUÑOZ,05106
420,05-AVILA,05,05104-HOYOS DEL COLLADO,05104
421,05-AVILA,05,05105-HOYOS DEL ESPINO,05105
422,05-AVILA,05,05107-HURTUMPASCUAL,05107
423,05-AVILA,05,05108-JUNCIANA,05108
424,05-AVILA,05,05002-LA ADRADA,05002
425,05-AVILA,05,05010-LA ALDEHUELA,05010
426,05-AVILA,05,05051-LA CARRERA,05051
427,05-AVILA,05,05061-LA COLILLA,05061
428,05-AVILA,05,05096-LA HIJA DE DIOS,05096
429,05-AVILA,05,05097-LA HORCAJADA,05097
430,05-AVILA,05,05232-LA SERRADA,05232
431,05-AVILA,05,05246-LA TORRE,05246
432,05-AVILA,05,05109-LANGA,05109
433,05-AVILA,05,05110-LANZAHITA,05110
434,05-AVILA,05,05027-LAS BERLANAS,05027
435,05-AVILA,05,05168-LAS NAVAS DEL MARQUES,05168
436,05-AVILA,05,05113-LOS LLANOS DE TORMES,05113
437,05-AVILA,05,05114-MADRIGAL DE LAS ALTAS TORRES,05114
438,05-AVILA,05,05115-MAELLO,05115
439,05-AVILA,05,05116-MALPARTIDA DE CORNEJA,05116
440,05-AVILA,05,05117-MAMBLAS,05117
441,05-AVILA,05,05118-MANCERA DE ARRIBA,05118
442,05-AVILA,05,05119-MANJABALAGO Y ORTIGOSA DE RIOA,05119
443,05-AVILA,05,05120-MARLIN,05120
444,05-AVILA,05,05121-MARTIHERRERO,05121
445,05-AVILA,05,05122-MARTINEZ,05122
446,05-AVILA,05,05123-MEDIANA DE VOLTOYA,05123
447,05-AVILA,05,05124-MEDINILLA,05124
448,05-AVILA,05,05125-MENGAMUÑOZ,05125
449,05-AVILA,05,05126-MESEGAR DE CORNEJA,05126
450,05-AVILA,05,05127-MIJARES,05127
451,05-AVILA,05,05128-MINGORRIA,05128
452,05-AVILA,05,05130-MIRONCILLO,05130
453,05-AVILA,05,05131-MIRUEÑA DE LOS INFANZONES,05131
454,05-AVILA,05,05132-MOMBELTRAN,05132
455,05-AVILA,05,05133-MONSALUPE,05133
456,05-AVILA,05,05134-MORALEJA DE MATACABRAS,05134
457,05-AVILA,05,05135-MUÑANA,05135
458,05-AVILA,05,05136-MUÑICO,05136
459,05-AVILA,05,05138-MUÑOGALINDO,05138
460,05-AVILA,05,05139-MUÑOGRANDE,05139
461,05-AVILA,05,05140-MUÑOMER DEL PECO,05140
462,05-AVILA,05,05141-MUÑOPEPE,05141
463,05-AVILA,05,05142-MUÑOSANCHO,05142
464,05-AVILA,05,05143-MUÑOTELLO,05143
465,05-AVILA,05,05144-NARRILLOS DEL ALAMO,05144
466,05-AVILA,05,05145-NARRILLOS DEL REBOLLAR,05145
467,05-AVILA,05,05149-NARROS DE SALDUEÑA,05149
468,05-AVILA,05,05147-NARROS DEL CASTILLO,05147
469,05-AVILA,05,05148-NARROS DEL PUERTO,05148
470,05-AVILA,05,05152-NAVA DE AREVALO,05152
471,05-AVILA,05,05153-NAVA DEL BARCO,05153
472,05-AVILA,05,05151-NAVACEPEDILLA DE CORNEJA,05151
473,05-AVILA,05,05154-NAVADIJOS,05154
474,05-AVILA,05,05155-NAVAESCURIAL,05155
475,05-AVILA,05,05156-NAVAHONDILLA,05156
476,05-AVILA,05,05157-NAVALACRUZ,05157
477,05-AVILA,05,05158-NAVALMORAL,05158
478,05-AVILA,05,05159-NAVALONGUILLA,05159
479,05-AVILA,05,05160-NAVALOSA,05160
480,05-AVILA,05,05161-NAVALPERAL DE PINARES,05161
481,05-AVILA,05,05162-NAVALPERAL DE TORMES,05162
482,05-AVILA,05,05163-NAVALUENGA,05163
483,05-AVILA,05,05164-NAVAQUESERA,05164
484,05-AVILA,05,05165-NAVARREDONDA DE GREDOS,05165
485,05-AVILA,05,05166-NAVARREDONDILLA,05166
486,05-AVILA,05,05167-NAVARREVISCA,05167
487,05-AVILA,05,05169-NAVATALGORDO,05169
488,05-AVILA,05,05170-NAVATEJARES,05170
489,05-AVILA,05,05171-NEILA DE SAN MIGUEL,05171
490,05-AVILA,05,05172-NIHARRA,05172
491,05-AVILA,05,05173-OJOS ALBOS,05173
492,05-AVILA,05,05174-ORBITA,05174
493,05-AVILA,05,05176-PADIERNOS,05176
494,05-AVILA,05,05177-PAJARES DE ADAJA,05177
495,05-AVILA,05,05178-PALACIOS DE GODA,05178
496,05-AVILA,05,05179-PAPATRIGO,05179
497,05-AVILA,05,05181-PASCUALCOBO,05181
498,05-AVILA,05,05182-PEDRO BERNARDO,05182
499,05-AVILA,05,05183-PEDRO RODRIGUEZ,05183
500,05-AVILA,05,05184-PEGUERINOS,05184
501,05-AVILA,05,05185-PEÑALBA DE AVILA,05185
502,05-AVILA,05,05186-PIEDRAHITA,05186
503,05-AVILA,05,05187-PIEDRALAVES,05187
504,05-AVILA,05,05188-POVEDA,05188
505,05-AVILA,05,05189-POYALES DEL HOYO,05189
506,05-AVILA,05,05190-POZANCO,05190
